X1	X2
0.6018928459850164	-0.07355601913647834
0.9936985910987144	-1.1686514244243555
-1.0267850560749041	-0.6347482649089092
-0.7510613026063233	-0.028841552928314446
1.509166537328701	0.6706959687339302
0.09514745084928676	-1.6505465434251092
0.8959478227564988	-0.3497542392112684
2.070751070541964	0.7564064385454836
-0.15012013118814335	-0.5388091599775925
0.07921170925858824	0.22729192167294204
0.09736926751308099	0.4922285700644314
-0.21615254180123264	0.26783501533168314
-0.8824651643965872	0.6532576794713816
-0.20559750448338662	-0.12270866097738006
0.6164358428735284	-0.41367651359212027
0.7347992519212811	-2.6431489520289784
0.13180279304118106	-0.09294101847947203
-0.31001698657895177	0.4302846963599871
1.0396803527020415	0.5353988408681499
0.18430886884238382	-0.5552783513132517
-0.9672672601679138	1.7795029097751494
0.10828009123448613	0.2864244196288247
0.6984206675943903	0.12631585845888565
0.27594516842553973	1.272266779468519
-1.1146485453619799	-0.7184662213192593
-0.550043961214136	-0.4503386239247119
-1.2366758000816054	2.397452480049763
-0.1390978571617711	0.011129187220887952
-0.41027509649042515	1.6335684214083066
0.5584569123481329	-1.438506644914523
-0.6053706689303329	-0.19051680204290142
0.5063335421892394	0.37842390363683187
1.4205655046957444	0.30003854520579754
-0.12799296568412577	-1.0056362595108368
-1.9458512177314353	0.019259274625370804
-0.8009143395730616	-1.0774206531119819
-1.1652533899462603	0.7127033252442824
-0.3588557230931522	1.0847750898606459
0.6085571783162245	-2.2249876964874127
0.20224085511028375	1.2356934623001432
0.27324810681192524	-1.241044496808491
0.4686997797820871	0.45476926898263287
-0.7041672839297158	0.6599026381426083
1.1973635023654117	-0.1998898281014332
-0.8663661321127734	-0.6451139568597918
-0.8641524862258932	0.16532102124205025
1.1986223590687484	0.4388187007144536
-0.6394919979005336	0.8833028199487049
-2.4302266523445084	-2.0523369839019527
0.5572154819416083	-1.6363792680590246
-0.8449042414080717	1.430402341188183
0.7822018456194033	1.046628847111547
-1.1107114182028008	0.4352889489076821
-0.2498247199265625	0.7151784071110604
-1.6519153916231646	0.9171749176410033
1.4589707285369156	-2.660922798465681
0.051297886125361236	1.1102770966388196
0.5269251761255977	-0.4849875965623248
0.1972648690762991	0.23061683063120178
0.629578742686005	-0.29515780088357724
0.8338435805350006	0.871964954078744
-0.5787223746164499	-0.3484724489556109
1.0875807140769271	0.5185037658882478
-1.4840309315562832	-0.3906849786389791
1.1862065853137507	-1.0927872091015058
